StudentID,SchoolID,FirstName,LastName,DateOfBirth,Gender,EnrollmentDate,IsActive,EconomicStatus,ELL,SpecialEducation,IEPStatus,PerformanceLevel,AttendancePropensity
5057,13,Oliver,Davis,2009-02-06,Female,2022-08-18,1,Free,0,0,No IEP,32,0.71
5058,13,Dakota,Young,2017-11-06,Other,2023-10-03,1,Free,0,0,Current IEP,32,0.79
5059,13,Noah,Brown,2019-04-27,Other,2024-01-22,1,Reduced,0,0,Current IEP,99,0.79
5060,13,Gabriel,White,2011-12-26,Female,2023-11-21,1,Free,0,0,No IEP,73,0.94
5061,13,Noah,Allen,2017-06-01,Male,2023-07-21,1,Free,1,0,Current IEP,65,0.84
5062,13,Finley,Lee,2006-10-12,Male,2024-05-15,1,Free,1,0,No IEP,90,0.93
5063,13,Morgan,Garcia,2015-10-17,Other,2024-01-18,1,Reduced,0,0,No IEP,35,0.66
5064,13,Harper,Young,2019-01-09,Other,2023-02-06,1,Free,1,0,No IEP,55,0.8
5065,13,Finley,Allen,2006-06-03,Male,2022-09-17,1,Free,1,0,Current IEP,98,0.95
5066,13,Kendrick,Allen,2011-08-18,Other,2023-02-04,1,Free,0,1,Current IEP,70,0.96
5067,13,Harper,Garcia,2006-11-21,Male,2023-09-17,1,Reduced,0,0,No IEP,102,0.97
5068,13,Finley,Johnson,2010-11-28,Male,2024-05-13,1,Reduced,1,0,Evaluation Pending,98,0.98
5069,13,Isaiah,Martinez,2012-02-13,Other,2022-08-02,1,Reduced,0,0,No IEP,87,0.95
5070,13,Finley,Rodriguez,2016-11-14,Female,2023-04-30,1,Reduced,0,0,No IEP,97,0.94
5071,13,Kendrick,White,2014-01-02,Other,2023-08-19,1,Free,0,0,No IEP,107,0.57
5072,13,Morgan,Young,2008-11-14,Other,2023-11-16,1,Full Price,0,1,No IEP,51,0.75
5073,13,Harper,Hall,2006-07-15,Male,2023-01-19,1,Free,0,0,Current IEP,89,0.9
5074,13,Noah,Allen,2008-02-12,Other,2023-03-26,1,Full Price,1,0,No IEP,51,0.82
5075,13,Noah,Rodriguez,2008-11-17,Female,2023-11-07,0,Reduced,0,0,No IEP,81,0.94
5076,13,Parker,Johnson,2008-09-01,Female,2023-11-08,1,Reduced,0,1,No IEP,57,0.84
5077,13,Dakota,Johnson,2009-03-07,Male,2023-09-02,0,Full Price,0,0,No IEP,83,0.9
5078,13,Eden,Garcia,2016-01-17,Male,2023-04-24,1,Full Price,0,1,No IEP,79,0.91
5079,13,Oliver,Martinez,2012-09-12,Female,2023-11-28,1,Free,0,0,No IEP,81,0.58
5080,13,Gabriel,Jones,2013-02-09,Female,2023-04-17,1,Free,1,0,No IEP,96,0.91
5081,13,Gabriel,Garcia,2007-04-24,Other,2023-10-15,1,Full Price,0,1,No IEP,92,0.83
5082,13,Alex,Brown,2014-12-11,Male,2023-02-02,1,Free,0,0,No IEP,85,0.96
5083,13,Logan,Brown,2008-07-09,Other,2023-06-05,1,Full Price,0,0,No IEP,95,0.7
5084,13,Gabriel,Smith,2010-10-03,Other,2023-02-14,1,Free,0,0,No IEP,99,0.92
5085,13,Gabriel,Davis,2010-12-13,Female,2023-12-23,1,Reduced,0,0,Current IEP,20,0.71
5086,13,Morgan,Garcia,2018-06-03,Male,2022-10-25,1,Free,0,0,No IEP,43,0.96
5087,13,Dakota,Walker,2019-03-02,Male,2023-08-09,0,Full Price,0,0,No IEP,2,0.96
5088,13,Dakota,Garcia,2017-08-28,Female,2022-12-18,1,Reduced,0,0,No IEP,56,0.73
5089,14,Morgan,Jones,2013-03-02,Female,2022-12-14,1,Reduced,0,0,No IEP,105,0.92
5090,14,Oliver,Martinez,2011-07-15,Other,2023-07-27,1,Reduced,0,1,No IEP,80,0.97
5091,14,Bailey,Johnson,2008-06-23,Female,2023-12-27,1,Reduced,0,0,Current IEP,50,0.7
5092,14,Parker,Hall,2019-12-21,Female,2023-05-10,1,Reduced,0,0,No IEP,27,0.82
5093,14,Bailey,Miller,2011-12-28,Female,2024-03-29,1,Full Price,0,0,No IEP,60,0.79
5094,14,Harper,Miller,2020-08-09,Male,2023-02-25,1,Free,0,0,No IEP,94,0.75
5095,14,Eden,Martinez,2012-08-10,Other,2023-08-29,1,Reduced,0,0,No IEP,67,0.93
5096,14,Eden,Hall,2007-12-21,Other,2024-05-23,1,Reduced,0,0,No IEP,33,0.81
5097,14,Logan,Williams,2015-09-10,Female,2022-12-30,1,Reduced,0,1,No IEP,83,0.71
5098,14,Noah,Young,2011-10-03,Other,2023-05-23,1,Full Price,0,0,No IEP,80,0.8
5099,14,Casey,Brown,2019-11-13,Female,2024-03-19,1,Reduced,0,0,Current IEP,86,0.92
5100,14,Noah,Garcia,2007-03-14,Other,2024-02-20,1,Reduced,0,0,No IEP,64,0.95
5101,14,Gabriel,Miller,2017-06-02,Other,2024-04-16,0,Reduced,1,0,No IEP,76,0.74
5102,14,Logan,Lee,2012-08-26,Other,2023-12-03,1,Free,0,0,No IEP,71,0.89
5103,14,Bailey,Miller,2013-10-01,Other,2024-03-30,1,Reduced,0,0,No IEP,81,0.91
5104,14,Parker,Johnson,2019-12-26,Male,2024-02-08,1,Free,0,0,No IEP,80,0.98
5105,14,Harper,Davis,2019-08-24,Female,2024-01-03,1,Free,0,0,Current IEP,85,0.97
5106,14,Gabriel,Martinez,2013-02-08,Male,2023-02-17,1,Free,0,0,No IEP,36,0.63
5107,14,Logan,Hall,2009-04-16,Other,2022-08-10,1,Reduced,1,0,No IEP,79,0.95
5108,14,Finley,Young,2007-06-01,Female,2023-06-02,0,Reduced,0,0,No IEP,49,0.72
5109,14,Finley,Johnson,2015-11-15,Other,2023-11-11,1,Free,0,0,No IEP,61,0.88
5110,14,Dakota,Garcia,2012-03-23,Female,2023-08-18,1,Reduced,0,0,No IEP,41,0.89
5111,14,Eden,Garcia,2017-09-18,Female,2023-03-12,1,Free,0,0,Current IEP,66,0.95
5112,14,Oliver,Johnson,2008-02-07,Male,2022-09-11,1,Reduced,0,0,No IEP,87,0.75
5113,14,Parker,Williams,2016-05-05,Female,2022-07-14,1,Reduced,1,1,No IEP,82,0.98
5114,14,Kendrick,Williams,2008-04-18,Male,2023-03-21,0,Full Price,0,0,No IEP,76,0.91
5115,14,Noah,Martinez,2009-03-18,Other,2023-07-11,1,Reduced,1,0,No IEP,35,0.72
5116,14,Jordan,Garcia,2011-09-15,Female,2024-05-19,1,Free,0,0,No IEP,64,0.92
5117,14,Dakota,Johnson,2019-07-12,Male,2023-08-03,1,Free,0,0,No IEP,102,0.7
5118,14,Harper,Walker,2015-02-14,Female,2023-04-05,1,Free,0,0,No IEP,83,0.74
5119,14,Harper,Garcia,2007-06-01,Other,2023-05-02,0,Free,1,0,No IEP,96,0.93
5120,14,Parker,Brown,2013-06-01,Female,2024-03-05,1,Reduced,1,0,Current IEP,75,0.82
5121,14,Parker,Hall,2008-04-04,Male,2023-07-03,0,Free,0,0,Evaluation Pending,93,0.78
5122,14,Bailey,Jones,2013-05-01,Female,2023-09-25,1,Free,0,0,Current IEP,66,0.74
5123,14,Isaiah,Hall,2019-07-23,Male,2023-12-25,1,Free,0,0,No IEP,61,0.79
5124,14,Parker,Smith,2006-03-08,Male,2023-12-27,1,Reduced,0,0,No IEP,54,0.83
5125,14,Oliver,White,2007-06-01,Female,2023-11-28,1,Reduced,1,0,No IEP,85,0.8
5126,14,Eden,Williams,2013-04-24,Other,2023-09-26,1,Free,0,0,Current IEP,68,0.84
5127,14,Alex,Walker,2013-06-06,Male,2023-11-21,1,Full Price,0,0,No IEP,37,0.68
5128,14,Logan,Jones,2015-09-03,Other,2023-02-14,1,Free,0,0,No IEP,107,0.93
5129,14,Dakota,Garcia,2020-06-13,Other,2023-12-31,1,Free,0,0,No IEP,86,0.74
5130,14,Casey,Walker,2013-12-05,Female,2023-03-29,1,Free,0,1,No IEP,36,0.84
5131,14,Casey,Rodriguez,2014-08-21,Female,2022-09-05,1,Full Price,0,0,No IEP,37,0.67
5132,14,Gabriel,Jones,2015-03-01,Female,2022-07-25,1,Reduced,0,0,No IEP,3,0.84
5133,14,Jordan,Allen,2008-04-17,Female,2024-03-12,1,Full Price,0,0,No IEP,75,0.88
5134,14,Casey,Garcia,2013-03-07,Female,2022-10-16,1,Full Price,0,0,Current IEP,44,0.52
5135,14,Casey,Brown,2015-10-17,Other,2023-01-13,1,Free,0,0,No IEP,76,0.78
5136,14,Harper,Jones,2014-01-09,Female,2022-07-30,1,Free,0,0,No IEP,46,0.6
5137,14,Eden,Hall,2010-12-16,Male,2023-01-12,1,Full Price,0,0,No IEP,58,0.94
5138,14,Gabriel,Miller,2018-07-28,Female,2023-07-12,1,Free,0,1,Current IEP,88,0.91
5139,14,Casey,Martinez,2008-07-28,Other,2023-05-02,1,Full Price,0,0,No IEP,20,0.72
5140,14,Isaiah,White,2012-10-25,Male,2023-09-18,1,Free,0,0,No IEP,40,0.74
5141,14,Eden,Davis,2015-06-27,Other,2024-01-02,1,Reduced,1,0,No IEP,79,0.9
5142,14,Kendrick,Johnson,2020-10-19,Male,2023-10-20,1,Full Price,1,0,No IEP,40,0.82
5143,14,Oliver,Miller,2020-05-06,Male,2023-03-06,1,Free,0,1,No IEP,77,0.88
5144,14,Oliver,Smith,2011-05-17,Other,2024-02-24,1,Free,0,0,No IEP,60,0.8
5145,14,Bailey,White,2017-03-13,Male,2023-09-12,1,Free,1,0,No IEP,103,0.89
5146,14,Gabriel,Young,2011-11-14,Female,2023-07-11,1,Free,0,0,No IEP,84,0.91
5147,14,Bailey,Jones,2008-04-01,Male,2023-06-02,1,Full Price,0,0,Current IEP,86,0.76
5148,14,Jordan,Young,2014-07-04,Female,2022-10-08,1,Free,0,0,No IEP,83,0.98
5149,14,Alex,Martinez,2015-09-06,Male,2022-08-13,1,Free,0,1,No IEP,84,0.97
5150,14,Isaiah,Garcia,2013-07-23,Female,2023-08-14,1,Full Price,0,1,No IEP,93,0.61
5151,14,Casey,Williams,2017-01-26,Female,2022-11-12,1,Reduced,0,0,No IEP,81,0.83
5152,14,Jordan,Smith,2018-10-08,Other,2023-01-26,0,Reduced,0,0,No IEP,48,0.92
5153,14,Eden,Johnson,2017-10-01,Other,2022-12-24,1,Free,0,1,No IEP,44,0.97
5154,14,Bailey,Hall,2007-03-01,Male,2023-08-29,1,Free,0,0,No IEP,82,0.93
5155,14,Parker,Allen,2018-05-01,Female,2023-08-15,1,Free,0,0,No IEP,52,0.71
5156,14,Casey,Miller,2009-01-04,Male,2023-10-18,0,Reduced,1,0,No IEP,85,0.89
5157,14,Casey,Allen,2015-03-05,Male,2022-07-11,1,Reduced,0,0,No IEP,73,0.94
5158,14,Bailey,Lee,2009-11-06,Female,2022-10-18,1,Full Price,0,0,No IEP,98,0.97
5159,14,Casey,Young,2015-06-13,Male,2024-02-18,1,Full Price,0,0,No IEP,82,0.95
5160,14,Kendrick,White,2008-08-08,Male,2024-03-03,1,Full Price,0,0,No IEP,56,0.91
5161,14,Logan,Rodriguez,2008-04-13,Female,2023-08-24,1,Reduced,1,0,No IEP,80,0.95
5162,14,Harper,Allen,2012-01-11,Female,2022-09-06,1,Reduced,0,0,No IEP,46,0.67
5163,14,Noah,Davis,2013-10-09,Female,2022-08-16,1,Free,0,0,No IEP,45,0.96
5164,14,Alex,Williams,2014-08-16,Female,2023-03-31,1,Full Price,0,0,No IEP,66,0.9
5165,14,Dakota,Martinez,2007-07-06,Male,2023-02-23,1,Full Price,0,0,No IEP,36,0.8
5166,14,Gabriel,Allen,2011-02-25,Female,2022-12-31,1,Free,0,0,No IEP,61,0.78
5167,14,Jordan,Allen,2014-01-14,Other,2023-10-21,0,Reduced,0,0,Current IEP,71,0.8
5168,14,Kendrick,Martinez,2016-09-26,Male,2022-09-08,1,Free,0,0,No IEP,17,0.71
5169,14,Kendrick,Lee,2013-06-22,Other,2023-05-27,1,Free,0,0,No IEP,79,0.76
5170,14,Harper,Brown,2018-04-12,Male,2024-01-10,1,Full Price,0,0,No IEP,88,0.93
5171,14,Jordan,Martinez,2009-04-20,Other,2022-07-04,1,Free,0,0,No IEP,51,0.8
5172,14,Parker,Lee,2006-06-01,Female,2023-08-23,1,Free,1,0,No IEP,98,0.93
5173,14,Logan,Lee,2006-07-15,Other,2022-11-16,1,Reduced,1,1,No IEP,53,0.91
5174,14,Logan,Hall,2007-08-12,Other,2023-01-17,0,Reduced,0,0,No IEP,28,0.67
5175,14,Casey,Williams,2006-09-25,Male,2024-03-18,1,Free,0,0,No IEP,49,0.68
5176,14,Bailey,Jones,2010-06-03,Male,2024-05-14,1,Free,0,0,No IEP,64,0.6
5177,14,Alex,White,2007-12-24,Other,2023-11-13,1,Reduced,0,0,No IEP,101,0.89
5178,14,Dakota,Davis,2018-09-15,Other,2024-01-29,1,Free,0,0,No IEP,36,0.63
5179,14,Alex,Rodriguez,2009-08-15,Male,2023-02-18,1,Reduced,0,0,No IEP,60,0.95
5180,14,Kendrick,Johnson,2014-10-18,Other,2023-12-18,1,Reduced,0,0,Current IEP,89,0.94
5181,14,Oliver,White,2020-06-28,Male,2022-09-18,1,Reduced,0,0,Current IEP,85,0.94
5182,14,Dakota,Brown,2010-07-02,Other,2023-10-18,1,Free,0,0,No IEP,88,0.9
5183,14,Finley,Young,2009-02-24,Male,2022-10-07,1,Full Price,0,0,No IEP,85,0.96
5184,14,Dakota,Brown,2020-11-26,Female,2024-01-18,1,Reduced,0,1,No IEP,79,0.69
5185,14,Finley,Brown,2012-10-24,Female,2023-05-09,1,Reduced,0,0,No IEP,88,0.96
5186,14,Parker,Garcia,2011-01-25,Female,2022-11-26,1,Reduced,0,0,No IEP,63,0.71
5187,14,Noah,Smith,2015-09-04,Male,2022-12-23,1,Reduced,0,0,No IEP,53,0.72
5188,14,Oliver,Hall,2006-11-18,Male,2024-04-08,1,Free,0,0,No IEP,64,0.72
5189,14,Eden,Garcia,2019-07-11,Female,2024-05-22,1,Full Price,0,1,No IEP,59,0.89
5190,14,Kendrick,Williams,2018-03-08,Female,2023-08-06,1,Reduced,0,1,No IEP,94,0.98
5191,14,Bailey,Allen,2014-05-16,Female,2023-03-04,1,Free,1,0,No IEP,52,0.91
5192,14,Morgan,Rodriguez,2006-05-22,Male,2022-11-07,1,Free,0,0,No IEP,83,0.92
5193,14,Alex,Walker,2009-08-28,Male,2022-12-06,1,Reduced,0,0,No IEP,99,0.93
5194,14,Gabriel,Brown,2010-09-18,Male,2023-04-06,1,Free,0,0,No IEP,35,0.79
5195,14,Jordan,Garcia,2006-09-14,Other,2022-07-02,1,Reduced,0,0,No IEP,89,0.96
5196,14,Parker,Davis,2020-05-15,Male,2023-07-27,1,Free,0,0,No IEP,96,0.95
5197,14,Eden,Lee,2013-01-24,Other,2022-09-11,1,Free,1,0,Current IEP,54,0.94
5198,14,Gabriel,Martinez,2012-08-06,Male,2023-09-17,1,Reduced,0,0,No IEP,76,0.78
5199,14,Parker,Johnson,2012-04-26,Female,2022-11-16,1,Reduced,0,0,No IEP,82,0.93
5200,14,Bailey,Johnson,2019-10-12,Male,2022-11-09,1,Reduced,0,0,No IEP,75,0.97
5201,14,Jordan,Lee,2013-09-26,Other,2024-03-22,1,Reduced,0,0,No IEP,74,0.89
5202,14,Dakota,Davis,2020-12-04,Male,2024-04-21,0,Free,0,0,No IEP,98,0.98
5203,14,Bailey,Williams,2012-05-17,Other,2024-04-29,1,Reduced,0,0,No IEP,95,0.93
5204,14,Gabriel,Garcia,2015-04-12,Female,2022-10-17,1,Full Price,0,1,No IEP,57,0.92
5205,14,Morgan,Rodriguez,2013-04-15,Other,2023-12-22,1,Full Price,0,0,No IEP,74,0.97
5206,14,Noah,Walker,2012-12-18,Male,2023-08-22,1,Free,0,0,Current IEP,97,0.89
5207,14,Kendrick,Hall,2012-03-08,Male,2024-01-12,1,Free,0,0,No IEP,67,0.83
5208,14,Isaiah,Hall,2008-10-10,Other,2024-01-13,1,Free,0,0,No IEP,87,0.96
5209,14,Noah,Jones,2016-02-28,Other,2022-11-14,1,Reduced,0,0,No IEP,67,0.9
5210,14,Finley,Martinez,2015-06-15,Female,2024-03-07,1,Reduced,0,0,No IEP,61,0.95
5211,14,Jordan,Johnson,2008-06-08,Other,2024-04-11,1,Reduced,0,0,No IEP,96,0.96
5212,14,Jordan,Brown,2007-04-21,Male,2024-05-10,1,Free,0,0,No IEP,91,0.9
5213,14,Finley,Hall,2020-02-06,Male,2023-03-17,1,Reduced,1,0,No IEP,38,0.61
5214,14,Jordan,Davis,2013-01-22,Other,2023-04-23,1,Free,0,0,No IEP,97,0.94
5215,14,Eden,Martinez,2018-05-04,Male,2023-06-15,1,Full Price,0,0,No IEP,73,0.82
5216,14,Logan,Jones,2011-05-21,Other,2023-01-28,1,Full Price,0,0,No IEP,68,0.97
5217,14,Noah,Rodriguez,2009-07-18,Female,2023-11-28,1,Full Price,0,1,Evaluation Pending,1,0.55
5218,14,Bailey,Walker,2014-11-22,Male,2024-01-21,1,Free,0,0,No IEP,53,0.77
5219,14,Morgan,Davis,2006-01-25,Other,2022-09-06,1,Reduced,0,0,No IEP,43,0.71
5220,14,Oliver,Hall,2009-01-07,Female,2023-12-23,1,Reduced,0,0,No IEP,105,0.95
5221,14,Jordan,Williams,2017-09-13,Male,2023-06-01,1,Full Price,0,0,No IEP,96,0.73
5222,14,Harper,Young,2012-02-03,Other,2023-02-06,1,Free,0,0,No IEP,40,0.67
5223,14,Finley,Rodriguez,2013-05-10,Male,2022-10-23,1,Free,0,0,No IEP,23,0.72
5224,14,Jordan,Rodriguez,2008-01-08,Male,2023-03-26,1,Free,0,0,No IEP,76,0.69
5225,14,Alex,Smith,2008-12-13,Other,2024-02-02,1,Full Price,0,1,No IEP,50,0.95
5226,14,Harper,Davis,2006-10-19,Male,2023-08-07,1,Free,0,0,No IEP,82,0.95
5227,14,Eden,Williams,2007-12-22,Male,2022-09-30,1,Full Price,0,0,No IEP,80,0.76
5228,14,Dakota,Hall,2013-04-05,Female,2024-02-26,1,Free,0,0,No IEP,72,0.81
5229,14,Noah,Jones,2011-06-14,Female,2024-01-29,1,Reduced,0,0,Current IEP,60,0.88
5230,14,Alex,Johnson,2016-08-03,Other,2023-06-08,1,Full Price,1,0,No IEP,59,0.96
5231,14,Bailey,Williams,2010-12-19,Male,2022-08-27,1,Reduced,0,0,No IEP,38,0.9
5232,14,Oliver,Martinez,2010-04-04,Female,2023-01-04,1,Reduced,0,0,Evaluation Pending,83,0.97
5233,14,Oliver,White,2018-11-16,Female,2024-03-01,1,Free,0,0,Current IEP,49,0.97
5234,14,Harper,Davis,2017-03-25,Female,2024-05-14,1,Reduced,1,0,Evaluation Pending,97,0.72
5235,14,Kendrick,Miller,2014-09-11,Male,2023-11-08,1,Reduced,0,0,No IEP,22,0.71
5236,14,Oliver,Garcia,2010-01-01,Other,2023-01-07,1,Reduced,0,0,No IEP,79,0.9
5237,14,Parker,Brown,2010-05-12,Other,2024-01-22,1,Full Price,0,0,No IEP,74,0.95
5238,14,Dakota,Johnson,2011-11-18,Female,2022-10-03,1,Free,0,0,Evaluation Pending,56,0.97
5239,14,Bailey,Rodriguez,2016-06-13,Other,2023-03-31,1,Free,0,0,No IEP,94,0.76
5240,14,Morgan,Allen,2013-05-01,Male,2022-07-22,1,Free,0,1,No IEP,32,0.73
5241,14,Morgan,White,2011-07-12,Other,2023-03-08,1,Full Price,0,1,Evaluation Pending,73,0.89
5242,14,Logan,Brown,2015-11-15,Male,2023-04-19,0,Reduced,1,0,No IEP,47,0.84
5243,14,Morgan,Walker,2011-01-03,Other,2023-10-07,0,Full Price,0,0,No IEP,56,0.9
5244,14,Finley,Brown,2016-05-15,Female,2022-09-18,1,Full Price,1,0,No IEP,85,0.92
5245,14,Oliver,Martinez,2019-07-17,Male,2022-12-22,1,Full Price,0,0,No IEP,46,0.62
5246,14,Parker,Martinez,2012-07-11,Male,2023-07-09,1,Full Price,0,0,No IEP,83,0.93
5247,14,Kendrick,White,2016-02-26,Female,2023-06-03,1,Full Price,0,0,No IEP,63,0.9
5248,14,Jordan,Williams,2014-07-25,Other,2023-03-17,1,Free,0,0,No IEP,77,0.97
5249,14,Jordan,Allen,2013-07-13,Female,2023-09-01,1,Free,0,0,No IEP,63,0.94
5250,14,Casey,White,2018-12-06,Female,2022-11-02,1,Free,0,0,No IEP,66,0.84
5251,14,Bailey,Garcia,2016-04-16,Male,2023-11-26,1,Full Price,0,0,No IEP,48,0.59
5252,14,Eden,Miller,2009-05-19,Female,2023-11-01,1,Reduced,0,1,No IEP,67,0.72
5253,14,Kendrick,Garcia,2019-09-19,Female,2022-08-26,1,Reduced,0,0,No IEP,74,0.71
5254,14,Gabriel,Johnson,2017-11-08,Male,2024-02-06,1,Free,0,0,No IEP,44,0.55
5255,14,Harper,Brown,2016-04-02,Male,2024-03-03,1,Reduced,0,0,No IEP,88,0.76
5256,14,Harper,Allen,2011-05-13,Male,2022-09-18,0,Full Price,0,0,No IEP,76,0.84
5257,14,Logan,Allen,2013-01-08,Other,2023-02-09,1,Reduced,0,1,No IEP,95,0.91
5258,14,Parker,Martinez,2010-06-04,Female,2022-06-29,1,Reduced,0,0,No IEP,64,0.76
5259,14,Kendrick,Young,2006-09-13,Other,2022-09-28,1,Free,0,0,No IEP,67,0.97
5260,14,Isaiah,Rodriguez,2012-02-04,Female,2023-09-29,1,Full Price,0,0,No IEP,86,0.71
5261,14,Harper,Williams,2015-11-03,Male,2022-10-03,1,Free,0,0,No IEP,37,0.89
5262,14,Kendrick,Johnson,2010-08-25,Other,2023-05-01,1,Reduced,1,0,No IEP,65,0.91
5263,14,Jordan,Brown,2016-04-26,Male,2023-08-05,1,Full Price,0,0,No IEP,89,0.93
5264,14,Kendrick,Hall,2010-05-24,Other,2023-11-12,1,Free,0,0,No IEP,75,0.94
5265,14,Oliver,Lee,2008-12-25,Male,2024-01-13,1,Free,0,1,No IEP,89,0.97
5266,14,Finley,Johnson,2018-02-23,Female,2023-06-04,1,Free,0,0,No IEP,69,0.79
5267,14,Isaiah,Hall,2006-06-20,Female,2023-11-03,1,Free,0,0,No IEP,76,0.77
5268,14,Parker,Lee,2017-07-21,Male,2023-12-01,1,Free,0,0,No IEP,49,0.91
5269,14,Logan,Lee,2010-05-05,Male,2023-03-01,1,Reduced,0,0,No IEP,66,0.94
5270,14,Jordan,Walker,2013-04-24,Other,2022-11-26,1,Full Price,0,0,Current IEP,94,0.9
5271,14,Casey,Allen,2011-05-04,Female,2023-06-20,1,Free,0,0,No IEP,69,0.83
5272,14,Morgan,Martinez,2014-09-17,Other,2023-05-05,1,Reduced,1,0,No IEP,20,0.55
5273,14,Bailey,White,2007-03-23,Other,2024-04-23,1,Reduced,1,0,Current IEP,101,0.75
5274,14,Harper,Lee,2010-09-12,Male,2023-07-31,1,Free,0,0,No IEP,78,0.88
5275,14,Casey,Hall,2013-04-28,Male,2024-03-15,0,Free,1,0,No IEP,99,0.89
5276,14,Harper,Hall,2015-05-24,Male,2022-07-23,1,Reduced,0,0,No IEP,87,0.97
5277,14,Isaiah,Johnson,2018-08-14,Female,2023-07-06,1,Reduced,0,1,Evaluation Pending,69,0.77
5278,14,Alex,Miller,2019-07-21,Female,2023-01-21,1,Free,1,0,No IEP,67,0.95
5279,14,Finley,Garcia,2020-01-01,Female,2023-09-10,1,Reduced,0,0,No IEP,60,0.88
5280,14,Isaiah,Allen,2014-08-12,Male,2023-08-10,1,Reduced,0,0,Current IEP,69,0.85
5281,14,Gabriel,Davis,2007-05-04,Male,2023-07-10,1,Full Price,0,0,No IEP,49,0.61
5282,14,Alex,Walker,2011-04-17,Other,2023-08-15,1,Free,0,0,No IEP,58,0.95
5283,14,Casey,White,2007-11-20,Other,2022-11-10,1,Full Price,0,0,No IEP,107,0.77
5284,14,Morgan,Martinez,2014-05-06,Male,2023-11-24,1,Free,0,0,No IEP,30,0.83
5285,14,Finley,Martinez,2014-07-02,Female,2024-02-12,1,Free,0,0,No IEP,37,0.79
5286,14,Bailey,Jones,2015-01-24,Other,2024-01-05,1,Full Price,0,1,Evaluation Pending,86,0.93
5287,14,Noah,Brown,2013-07-04,Other,2023-05-06,1,Free,0,0,No IEP,78,0.9
5288,14,Jordan,Lee,2013-01-21,Male,2023-06-22,1,Free,0,0,No IEP,78,0.97
5289,14,Alex,Miller,2007-05-01,Other,2023-04-24,1,Full Price,0,0,No IEP,50,0.77
5290,14,Noah,Garcia,2018-04-15,Male,2023-08-30,1,Full Price,0,0,No IEP,73,0.93
5291,14,Eden,White,2012-05-24,Female,2023-10-13,1,Free,0,0,No IEP,75,0.9
5292,14,Eden,Brown,2011-01-26,Male,2023-03-23,1,Reduced,0,0,No IEP,47,0.74
5293,14,Logan,White,2009-01-10,Male,2023-06-25,0,Free,0,0,No IEP,53,0.8
5294,14,Eden,Brown,2020-07-26,Male,2023-07-24,1,Full Price,0,0,No IEP,54,0.78
5295,14,Gabriel,White,2020-05-14,Other,2023-10-20,1,Reduced,1,0,No IEP,63,0.78
5296,14,Harper,Johnson,2011-10-22,Male,2022-11-29,0,Full Price,0,0,No IEP,92,0.91
5297,14,Harper,White,2009-01-15,Other,2023-08-27,1,Reduced,0,0,Current IEP,61,0.7
5298,14,Parker,Lee,2006-11-15,Male,2022-11-12,1,Free,0,0,No IEP,54,0.95
5299,14,Oliver,Garcia,2011-08-02,Other,2023-11-14,1,Free,0,0,No IEP,85,0.78
5300,14,Jordan,Lee,2011-08-11,Other,2024-02-08,1,Full Price,0,0,No IEP,43,0.82
5301,14,Harper,Williams,2018-09-21,Male,2023-02-02,1,Free,0,0,No IEP,10,0.7
5302,14,Kendrick,Rodriguez,2017-08-07,Other,2022-11-27,1,Reduced,0,0,No IEP,75,0.71
5303,14,Bailey,Brown,2011-11-28,Other,2022-12-03,1,Free,0,0,Evaluation Pending,77,0.9
5304,14,Oliver,Davis,2016-01-05,Male,2022-08-13,1,Full Price,0,0,No IEP,52,0.75
5305,14,Dakota,Davis,2011-04-16,Male,2022-12-30,1,Free,1,1,No IEP,90,0.93
5306,14,Eden,Miller,2006-03-13,Other,2023-07-25,1,Reduced,0,0,No IEP,90,0.91
5307,14,Parker,Rodriguez,2006-07-21,Male,2022-12-02,1,Full Price,0,0,Current IEP,24,0.51
5308,14,Logan,Walker,2006-08-23,Female,2023-10-01,1,Full Price,0,0,No IEP,1,0.56
5309,14,Casey,Martinez,2016-04-04,Male,2024-05-17,0,Free,0,0,No IEP,52,0.93
5310,14,Harper,Brown,2017-09-17,Female,2023-06-12,1,Free,0,0,No IEP,99,0.94
5311,14,Morgan,Garcia,2016-08-03,Female,2023-01-19,1,Free,0,0,No IEP,82,0.91
5312,14,Isaiah,Walker,2019-11-19,Female,2024-02-22,0,Free,0,0,No IEP,60,0.93
5313,14,Casey,Miller,2016-05-20,Other,2023-07-22,1,Free,1,0,No IEP,54,0.88
5314,14,Jordan,Miller,2014-10-06,Other,2023-01-08,1,Full Price,1,0,No IEP,61,0.8
5315,14,Alex,Brown,2020-01-19,Male,2023-10-09,1,Reduced,0,0,No IEP,60,0.91
5316,14,Gabriel,Allen,2017-09-11,Male,2023-01-23,1,Reduced,0,0,No IEP,99,0.88
5317,14,Parker,Johnson,2016-05-18,Male,2022-10-16,1,Reduced,1,0,No IEP,74,0.66
5318,14,Isaiah,Davis,2010-07-21,Female,2023-05-03,1,Full Price,0,0,No IEP,54,0.94
5319,14,Parker,Williams,2007-10-15,Male,2022-12-19,1,Full Price,0,0,No IEP,32,0.8
5320,14,Jordan,Hall,2010-04-25,Female,2024-02-02,1,Reduced,0,0,No IEP,73,0.97
5321,14,Jordan,Davis,2018-10-23,Male,2024-02-17,1,Reduced,1,0,No IEP,88,0.8
